Date,Year,Quarter,Month,MonthName,Week,DayOfWeek,DayName,IsWeekend,YearMonth,YearQuarter,DateKey
2020-01-22,2020,1,1,January,4,3,Wednesday,0,2020-01,2020-Q1,20200122
2020-01-23,2020,1,1,January,4,4,Thursday,0,2020-01,2020-Q1,20200123
2020-01-24,2020,1,1,January,4,5,Friday,0,2020-01,2020-Q1,20200124
2020-01-25,2020,1,1,January,4,6,Saturday,1,2020-01,2020-Q1,20200125
2020-01-26,2020,1,1,January,4,7,Sunday,1,2020-01,2020-Q1,20200126
2020-01-27,2020,1,1,January,5,1,Monday,0,2020-01,2020-Q1,20200127
2020-01-28,2020,1,1,January,5,2,Tuesday,0,2020-01,2020-Q1,20200128
2020-01-29,2020,1,1,January,5,3,Wednesday,0,2020-01,2020-Q1,20200129
2020-01-30,2020,1,1,January,5,4,Thursday,0,2020-01,2020-Q1,20200130
2020-01-31,2020,1,1,January,5,5,Friday,0,2020-01,2020-Q1,20200131
2020-02-01,2020,1,2,February,5,6,Saturday,1,2020-02,2020-Q1,20200201
2020-02-02,2020,1,2,February,5,7,Sunday,1,2020-02,2020-Q1,20200202
2020-02-03,2020,1,2,February,6,1,Monday,0,2020-02,2020-Q1,20200203
2020-02-04,2020,1,2,February,6,2,Tuesday,0,2020-02,2020-Q1,20200204
2020-02-05,2020,1,2,February,6,3,Wednesday,0,2020-02,2020-Q1,20200205
2020-02-06,2020,1,2,February,6,4,Thursday,0,2020-02,2020-Q1,20200206
2020-02-07,2020,1,2,February,6,5,Friday,0,2020-02,2020-Q1,20200207
2020-02-08,2020,1,2,February,6,6,Saturday,1,2020-02,2020-Q1,20200208
2020-02-09,2020,1,2,February,6,7,Sunday,1,2020-02,2020-Q1,20200209
2020-02-10,2020,1,2,February,7,1,Monday,0,2020-02,2020-Q1,20200210
2020-02-11,2020,1,2,February,7,2,Tuesday,0,2020-02,2020-Q1,20200211
2020-02-12,2020,1,2,February,7,3,Wednesday,0,2020-02,2020-Q1,20200212
2020-02-13,2020,1,2,February,7,4,Thursday,0,2020-02,2020-Q1,20200213
2020-02-14,2020,1,2,February,7,5,Friday,0,2020-02,2020-Q1,20200214
2020-02-15,2020,1,2,February,7,6,Saturday,1,2020-02,2020-Q1,20200215
2020-02-16,2020,1,2,February,7,7,Sunday,1,2020-02,2020-Q1,20200216
2020-02-17,2020,1,2,February,8,1,Monday,0,2020-02,2020-Q1,20200217
2020-02-18,2020,1,2,February,8,2,Tuesday,0,2020-02,2020-Q1,20200218
2020-02-19,2020,1,2,February,8,3,Wednesday,0,2020-02,2020-Q1,20200219
2020-02-20,2020,1,2,February,8,4,Thursday,0,2020-02,2020-Q1,20200220
2020-02-21,2020,1,2,February,8,5,Friday,0,2020-02,2020-Q1,20200221
2020-02-22,2020,1,2,February,8,6,Saturday,1,2020-02,2020-Q1,20200222
2020-02-23,2020,1,2,February,8,7,Sunday,1,2020-02,2020-Q1,20200223
2020-02-24,2020,1,2,February,9,1,Monday,0,2020-02,2020-Q1,20200224
2020-02-25,2020,1,2,February,9,2,Tuesday,0,2020-02,2020-Q1,20200225
2020-02-26,2020,1,2,February,9,3,Wednesday,0,2020-02,2020-Q1,20200226
2020-02-27,2020,1,2,February,9,4,Thursday,0,2020-02,2020-Q1,20200227
2020-02-28,2020,1,2,February,9,5,Friday,0,2020-02,2020-Q1,20200228
2020-02-29,2020,1,2,February,9,6,Saturday,1,2020-02,2020-Q1,20200229
2020-03-01,2020,1,3,March,9,7,Sunday,1,2020-03,2020-Q1,20200301
2020-03-02,2020,1,3,March,10,1,Monday,0,2020-03,2020-Q1,20200302
2020-03-03,2020,1,3,March,10,2,Tuesday,0,2020-03,2020-Q1,20200303
2020-03-04,2020,1,3,March,10,3,Wednesday,0,2020-03,2020-Q1,20200304
2020-03-05,2020,1,3,March,10,4,Thursday,0,2020-03,2020-Q1,20200305
2020-03-06,2020,1,3,March,10,5,Friday,0,2020-03,2020-Q1,20200306
2020-03-07,2020,1,3,March,10,6,Saturday,1,2020-03,2020-Q1,20200307
2020-03-08,2020,1,3,March,10,7,Sunday,1,2020-03,2020-Q1,20200308
2020-03-09,2020,1,3,March,11,1,Monday,0,2020-03,2020-Q1,20200309
2020-03-10,2020,1,3,March,11,2,Tuesday,0,2020-03,2020-Q1,20200310
2020-03-11,2020,1,3,March,11,3,Wednesday,0,2020-03,2020-Q1,20200311
2020-03-12,2020,1,3,March,11,4,Thursday,0,2020-03,2020-Q1,20200312
2020-03-13,2020,1,3,March,11,5,Friday,0,2020-03,2020-Q1,20200313
2020-03-14,2020,1,3,March,11,6,Saturday,1,2020-03,2020-Q1,20200314
2020-03-15,2020,1,3,March,11,7,Sunday,1,2020-03,2020-Q1,20200315
2020-03-16,2020,1,3,March,12,1,Monday,0,2020-03,2020-Q1,20200316
2020-03-17,2020,1,3,March,12,2,Tuesday,0,2020-03,2020-Q1,20200317
2020-03-18,2020,1,3,March,12,3,Wednesday,0,2020-03,2020-Q1,20200318
2020-03-19,2020,1,3,March,12,4,Thursday,0,2020-03,2020-Q1,20200319
2020-03-20,2020,1,3,March,12,5,Friday,0,2020-03,2020-Q1,20200320
2020-03-21,2020,1,3,March,12,6,Saturday,1,2020-03,2020-Q1,20200321
2020-03-22,2020,1,3,March,12,7,Sunday,1,2020-03,2020-Q1,20200322
2020-03-23,2020,1,3,March,13,1,Monday,0,2020-03,2020-Q1,20200323
2020-03-24,2020,1,3,March,13,2,Tuesday,0,2020-03,2020-Q1,20200324
2020-03-25,2020,1,3,March,13,3,Wednesday,0,2020-03,2020-Q1,20200325
2020-03-26,2020,1,3,March,13,4,Thursday,0,2020-03,2020-Q1,20200326
2020-03-27,2020,1,3,March,13,5,Friday,0,2020-03,2020-Q1,20200327
2020-03-28,2020,1,3,March,13,6,Saturday,1,2020-03,2020-Q1,20200328
2020-03-29,2020,1,3,March,13,7,Sunday,1,2020-03,2020-Q1,20200329
2020-03-30,2020,1,3,March,14,1,Monday,0,2020-03,2020-Q1,20200330
2020-03-31,2020,1,3,March,14,2,Tuesday,0,2020-03,2020-Q1,20200331
2020-04-01,2020,2,4,April,14,3,Wednesday,0,2020-04,2020-Q2,20200401
2020-04-02,2020,2,4,April,14,4,Thursday,0,2020-04,2020-Q2,20200402
2020-04-03,2020,2,4,April,14,5,Friday,0,2020-04,2020-Q2,20200403
2020-04-04,2020,2,4,April,14,6,Saturday,1,2020-04,2020-Q2,20200404
2020-04-05,2020,2,4,April,14,7,Sunday,1,2020-04,2020-Q2,20200405
2020-04-06,2020,2,4,April,15,1,Monday,0,2020-04,2020-Q2,20200406
2020-04-07,2020,2,4,April,15,2,Tuesday,0,2020-04,2020-Q2,20200407
2020-04-08,2020,2,4,April,15,3,Wednesday,0,2020-04,2020-Q2,20200408
2020-04-09,2020,2,4,April,15,4,Thursday,0,2020-04,2020-Q2,20200409
2020-04-10,2020,2,4,April,15,5,Friday,0,2020-04,2020-Q2,20200410
2020-04-11,2020,2,4,April,15,6,Saturday,1,2020-04,2020-Q2,20200411
2020-04-12,2020,2,4,April,15,7,Sunday,1,2020-04,2020-Q2,20200412
2020-04-13,2020,2,4,April,16,1,Monday,0,2020-04,2020-Q2,20200413
2020-04-14,2020,2,4,April,16,2,Tuesday,0,2020-04,2020-Q2,20200414
2020-04-15,2020,2,4,April,16,3,Wednesday,0,2020-04,2020-Q2,20200415
2020-04-16,2020,2,4,April,16,4,Thursday,0,2020-04,2020-Q2,20200416
2020-04-17,2020,2,4,April,16,5,Friday,0,2020-04,2020-Q2,20200417
2020-04-18,2020,2,4,April,16,6,Saturday,1,2020-04,2020-Q2,20200418
2020-04-19,2020,2,4,April,16,7,Sunday,1,2020-04,2020-Q2,20200419
2020-04-20,2020,2,4,April,17,1,Monday,0,2020-04,2020-Q2,20200420
2020-04-21,2020,2,4,April,17,2,Tuesday,0,2020-04,2020-Q2,20200421
2020-04-22,2020,2,4,April,17,3,Wednesday,0,2020-04,2020-Q2,20200422
2020-04-23,2020,2,4,April,17,4,Thursday,0,2020-04,2020-Q2,20200423
2020-04-24,2020,2,4,April,17,5,Friday,0,2020-04,2020-Q2,20200424
2020-04-25,2020,2,4,April,17,6,Saturday,1,2020-04,2020-Q2,20200425
2020-04-26,2020,2,4,April,17,7,Sunday,1,2020-04,2020-Q2,20200426
2020-04-27,2020,2,4,April,18,1,Monday,0,2020-04,2020-Q2,20200427
2020-04-28,2020,2,4,April,18,2,Tuesday,0,2020-04,2020-Q2,20200428
2020-04-29,2020,2,4,April,18,3,Wednesday,0,2020-04,2020-Q2,20200429
2020-04-30,2020,2,4,April,18,4,Thursday,0,2020-04,2020-Q2,20200430
2020-05-01,2020,2,5,May,18,5,Friday,0,2020-05,2020-Q2,20200501
2020-05-02,2020,2,5,May,18,6,Saturday,1,2020-05,2020-Q2,20200502
2020-05-03,2020,2,5,May,18,7,Sunday,1,2020-05,2020-Q2,20200503
2020-05-04,2020,2,5,May,19,1,Monday,0,2020-05,2020-Q2,20200504
2020-05-05,2020,2,5,May,19,2,Tuesday,0,2020-05,2020-Q2,20200505
2020-05-06,2020,2,5,May,19,3,Wednesday,0,2020-05,2020-Q2,20200506
2020-05-07,2020,2,5,May,19,4,Thursday,0,2020-05,2020-Q2,20200507
2020-05-08,2020,2,5,May,19,5,Friday,0,2020-05,2020-Q2,20200508
2020-05-09,2020,2,5,May,19,6,Saturday,1,2020-05,2020-Q2,20200509
2020-05-10,2020,2,5,May,19,7,Sunday,1,2020-05,2020-Q2,20200510
2020-05-11,2020,2,5,May,20,1,Monday,0,2020-05,2020-Q2,20200511
2020-05-12,2020,2,5,May,20,2,Tuesday,0,2020-05,2020-Q2,20200512
2020-05-13,2020,2,5,May,20,3,Wednesday,0,2020-05,2020-Q2,20200513
2020-05-14,2020,2,5,May,20,4,Thursday,0,2020-05,2020-Q2,20200514
2020-05-15,2020,2,5,May,20,5,Friday,0,2020-05,2020-Q2,20200515
2020-05-16,2020,2,5,May,20,6,Saturday,1,2020-05,2020-Q2,20200516
2020-05-17,2020,2,5,May,20,7,Sunday,1,2020-05,2020-Q2,20200517
2020-05-18,2020,2,5,May,21,1,Monday,0,2020-05,2020-Q2,20200518
2020-05-19,2020,2,5,May,21,2,Tuesday,0,2020-05,2020-Q2,20200519
2020-05-20,2020,2,5,May,21,3,Wednesday,0,2020-05,2020-Q2,20200520
2020-05-21,2020,2,5,May,21,4,Thursday,0,2020-05,2020-Q2,20200521
2020-05-22,2020,2,5,May,21,5,Friday,0,2020-05,2020-Q2,20200522
2020-05-23,2020,2,5,May,21,6,Saturday,1,2020-05,2020-Q2,20200523
2020-05-24,2020,2,5,May,21,7,Sunday,1,2020-05,2020-Q2,20200524
2020-05-25,2020,2,5,May,22,1,Monday,0,2020-05,2020-Q2,20200525
2020-05-26,2020,2,5,May,22,2,Tuesday,0,2020-05,2020-Q2,20200526
2020-05-27,2020,2,5,May,22,3,Wednesday,0,2020-05,2020-Q2,20200527
2020-05-28,2020,2,5,May,22,4,Thursday,0,2020-05,2020-Q2,20200528
2020-05-29,2020,2,5,May,22,5,Friday,0,2020-05,2020-Q2,20200529
2020-05-30,2020,2,5,May,22,6,Saturday,1,2020-05,2020-Q2,20200530
2020-05-31,2020,2,5,May,22,7,Sunday,1,2020-05,2020-Q2,20200531
2020-06-01,2020,2,6,June,23,1,Monday,0,2020-06,2020-Q2,20200601
2020-06-02,2020,2,6,June,23,2,Tuesday,0,2020-06,2020-Q2,20200602
2020-06-03,2020,2,6,June,23,3,Wednesday,0,2020-06,2020-Q2,20200603
2020-06-04,2020,2,6,June,23,4,Thursday,0,2020-06,2020-Q2,20200604
2020-06-05,2020,2,6,June,23,5,Friday,0,2020-06,2020-Q2,20200605
2020-06-06,2020,2,6,June,23,6,Saturday,1,2020-06,2020-Q2,20200606
2020-06-07,2020,2,6,June,23,7,Sunday,1,2020-06,2020-Q2,20200607
2020-06-08,2020,2,6,June,24,1,Monday,0,2020-06,2020-Q2,20200608
2020-06-09,2020,2,6,June,24,2,Tuesday,0,2020-06,2020-Q2,20200609
2020-06-10,2020,2,6,June,24,3,Wednesday,0,2020-06,2020-Q2,20200610
2020-06-11,2020,2,6,June,24,4,Thursday,0,2020-06,2020-Q2,20200611
2020-06-12,2020,2,6,June,24,5,Friday,0,2020-06,2020-Q2,20200612
2020-06-13,2020,2,6,June,24,6,Saturday,1,2020-06,2020-Q2,20200613
2020-06-14,2020,2,6,June,24,7,Sunday,1,2020-06,2020-Q2,20200614
2020-06-15,2020,2,6,June,25,1,Monday,0,2020-06,2020-Q2,20200615
2020-06-16,2020,2,6,June,25,2,Tuesday,0,2020-06,2020-Q2,20200616
2020-06-17,2020,2,6,June,25,3,Wednesday,0,2020-06,2020-Q2,20200617
2020-06-18,2020,2,6,June,25,4,Thursday,0,2020-06,2020-Q2,20200618
2020-06-19,2020,2,6,June,25,5,Friday,0,2020-06,2020-Q2,20200619
2020-06-20,2020,2,6,June,25,6,Saturday,1,2020-06,2020-Q2,20200620
2020-06-21,2020,2,6,June,25,7,Sunday,1,2020-06,2020-Q2,20200621
2020-06-22,2020,2,6,June,26,1,Monday,0,2020-06,2020-Q2,20200622
2020-06-23,2020,2,6,June,26,2,Tuesday,0,2020-06,2020-Q2,20200623
2020-06-24,2020,2,6,June,26,3,Wednesday,0,2020-06,2020-Q2,20200624
2020-06-25,2020,2,6,June,26,4,Thursday,0,2020-06,2020-Q2,20200625
2020-06-26,2020,2,6,June,26,5,Friday,0,2020-06,2020-Q2,20200626
2020-06-27,2020,2,6,June,26,6,Saturday,1,2020-06,2020-Q2,20200627
2020-06-28,2020,2,6,June,26,7,Sunday,1,2020-06,2020-Q2,20200628
2020-06-29,2020,2,6,June,27,1,Monday,0,2020-06,2020-Q2,20200629
2020-06-30,2020,2,6,June,27,2,Tuesday,0,2020-06,2020-Q2,20200630
2020-07-01,2020,3,7,July,27,3,Wednesday,0,2020-07,2020-Q3,20200701
2020-07-02,2020,3,7,July,27,4,Thursday,0,2020-07,2020-Q3,20200702
2020-07-03,2020,3,7,July,27,5,Friday,0,2020-07,2020-Q3,20200703
2020-07-04,2020,3,7,July,27,6,Saturday,1,2020-07,2020-Q3,20200704
2020-07-05,2020,3,7,July,27,7,Sunday,1,2020-07,2020-Q3,20200705
2020-07-06,2020,3,7,July,28,1,Monday,0,2020-07,2020-Q3,20200706
2020-07-07,2020,3,7,July,28,2,Tuesday,0,2020-07,2020-Q3,20200707
2020-07-08,2020,3,7,July,28,3,Wednesday,0,2020-07,2020-Q3,20200708
2020-07-09,2020,3,7,July,28,4,Thursday,0,2020-07,2020-Q3,20200709
2020-07-10,2020,3,7,July,28,5,Friday,0,2020-07,2020-Q3,20200710
2020-07-11,2020,3,7,July,28,6,Saturday,1,2020-07,2020-Q3,20200711
2020-07-12,2020,3,7,July,28,7,Sunday,1,2020-07,2020-Q3,20200712
2020-07-13,2020,3,7,July,29,1,Monday,0,2020-07,2020-Q3,20200713
2020-07-14,2020,3,7,July,29,2,Tuesday,0,2020-07,2020-Q3,20200714
2020-07-15,2020,3,7,July,29,3,Wednesday,0,2020-07,2020-Q3,20200715
2020-07-16,2020,3,7,July,29,4,Thursday,0,2020-07,2020-Q3,20200716
2020-07-17,2020,3,7,July,29,5,Friday,0,2020-07,2020-Q3,20200717
2020-07-18,2020,3,7,July,29,6,Saturday,1,2020-07,2020-Q3,20200718
2020-07-19,2020,3,7,July,29,7,Sunday,1,2020-07,2020-Q3,20200719
2020-07-20,2020,3,7,July,30,1,Monday,0,2020-07,2020-Q3,20200720
2020-07-21,2020,3,7,July,30,2,Tuesday,0,2020-07,2020-Q3,20200721
2020-07-22,2020,3,7,July,30,3,Wednesday,0,2020-07,2020-Q3,20200722
2020-07-23,2020,3,7,July,30,4,Thursday,0,2020-07,2020-Q3,20200723
2020-07-24,2020,3,7,July,30,5,Friday,0,2020-07,2020-Q3,20200724
2020-07-25,2020,3,7,July,30,6,Saturday,1,2020-07,2020-Q3,20200725
2020-07-26,2020,3,7,July,30,7,Sunday,1,2020-07,2020-Q3,20200726
2020-07-27,2020,3,7,July,31,1,Monday,0,2020-07,2020-Q3,20200727
2020-07-28,2020,3,7,July,31,2,Tuesday,0,2020-07,2020-Q3,20200728
2020-07-29,2020,3,7,July,31,3,Wednesday,0,2020-07,2020-Q3,20200729
2020-07-30,2020,3,7,July,31,4,Thursday,0,2020-07,2020-Q3,20200730
2020-07-31,2020,3,7,July,31,5,Friday,0,2020-07,2020-Q3,20200731
2020-08-01,2020,3,8,August,31,6,Saturday,1,2020-08,2020-Q3,20200801
2020-08-02,2020,3,8,August,31,7,Sunday,1,2020-08,2020-Q3,20200802
2020-08-03,2020,3,8,August,32,1,Monday,0,2020-08,2020-Q3,20200803
2020-08-04,2020,3,8,August,32,2,Tuesday,0,2020-08,2020-Q3,20200804
2020-08-05,2020,3,8,August,32,3,Wednesday,0,2020-08,2020-Q3,20200805
2020-08-06,2020,3,8,August,32,4,Thursday,0,2020-08,2020-Q3,20200806
2020-08-07,2020,3,8,August,32,5,Friday,0,2020-08,2020-Q3,20200807
2020-08-08,2020,3,8,August,32,6,Saturday,1,2020-08,2020-Q3,20200808
2020-08-09,2020,3,8,August,32,7,Sunday,1,2020-08,2020-Q3,20200809
2020-08-10,2020,3,8,August,33,1,Monday,0,2020-08,2020-Q3,20200810
2020-08-11,2020,3,8,August,33,2,Tuesday,0,2020-08,2020-Q3,20200811
2020-08-12,2020,3,8,August,33,3,Wednesday,0,2020-08,2020-Q3,20200812
2020-08-13,2020,3,8,August,33,4,Thursday,0,2020-08,2020-Q3,20200813
2020-08-14,2020,3,8,August,33,5,Friday,0,2020-08,2020-Q3,20200814
2020-08-15,2020,3,8,August,33,6,Saturday,1,2020-08,2020-Q3,20200815
2020-08-16,2020,3,8,August,33,7,Sunday,1,2020-08,2020-Q3,20200816
2020-08-17,2020,3,8,August,34,1,Monday,0,2020-08,2020-Q3,20200817
2020-08-18,2020,3,8,August,34,2,Tuesday,0,2020-08,2020-Q3,20200818
2020-08-19,2020,3,8,August,34,3,Wednesday,0,2020-08,2020-Q3,20200819
2020-08-20,2020,3,8,August,34,4,Thursday,0,2020-08,2020-Q3,20200820
2020-08-21,2020,3,8,August,34,5,Friday,0,2020-08,2020-Q3,20200821
2020-08-22,2020,3,8,August,34,6,Saturday,1,2020-08,2020-Q3,20200822
2020-08-23,2020,3,8,August,34,7,Sunday,1,2020-08,2020-Q3,20200823
2020-08-24,2020,3,8,August,35,1,Monday,0,2020-08,2020-Q3,20200824
2020-08-25,2020,3,8,August,35,2,Tuesday,0,2020-08,2020-Q3,20200825
2020-08-26,2020,3,8,August,35,3,Wednesday,0,2020-08,2020-Q3,20200826
2020-08-27,2020,3,8,August,35,4,Thursday,0,2020-08,2020-Q3,20200827
2020-08-28,2020,3,8,August,35,5,Friday,0,2020-08,2020-Q3,20200828
2020-08-29,2020,3,8,August,35,6,Saturday,1,2020-08,2020-Q3,20200829
2020-08-30,2020,3,8,August,35,7,Sunday,1,2020-08,2020-Q3,20200830
2020-08-31,2020,3,8,August,36,1,Monday,0,2020-08,2020-Q3,20200831
2020-09-01,2020,3,9,September,36,2,Tuesday,0,2020-09,2020-Q3,20200901
2020-09-02,2020,3,9,September,36,3,Wednesday,0,2020-09,2020-Q3,20200902
2020-09-03,2020,3,9,September,36,4,Thursday,0,2020-09,2020-Q3,20200903
2020-09-04,2020,3,9,September,36,5,Friday,0,2020-09,2020-Q3,20200904
2020-09-05,2020,3,9,September,36,6,Saturday,1,2020-09,2020-Q3,20200905
2020-09-06,2020,3,9,September,36,7,Sunday,1,2020-09,2020-Q3,20200906
2020-09-07,2020,3,9,September,37,1,Monday,0,2020-09,2020-Q3,20200907
2020-09-08,2020,3,9,September,37,2,Tuesday,0,2020-09,2020-Q3,20200908
2020-09-09,2020,3,9,September,37,3,Wednesday,0,2020-09,2020-Q3,20200909
2020-09-10,2020,3,9,September,37,4,Thursday,0,2020-09,2020-Q3,20200910
2020-09-11,2020,3,9,September,37,5,Friday,0,2020-09,2020-Q3,20200911
2020-09-12,2020,3,9,September,37,6,Saturday,1,2020-09,2020-Q3,20200912
2020-09-13,2020,3,9,September,37,7,Sunday,1,2020-09,2020-Q3,20200913
2020-09-14,2020,3,9,September,38,1,Monday,0,2020-09,2020-Q3,20200914
2020-09-15,2020,3,9,September,38,2,Tuesday,0,2020-09,2020-Q3,20200915
2020-09-16,2020,3,9,September,38,3,Wednesday,0,2020-09,2020-Q3,20200916
2020-09-17,2020,3,9,September,38,4,Thursday,0,2020-09,2020-Q3,20200917
2020-09-18,2020,3,9,September,38,5,Friday,0,2020-09,2020-Q3,20200918
2020-09-19,2020,3,9,September,38,6,Saturday,1,2020-09,2020-Q3,20200919
2020-09-20,2020,3,9,September,38,7,Sunday,1,2020-09,2020-Q3,20200920
2020-09-21,2020,3,9,September,39,1,Monday,0,2020-09,2020-Q3,20200921
2020-09-22,2020,3,9,September,39,2,Tuesday,0,2020-09,2020-Q3,20200922
2020-09-23,2020,3,9,September,39,3,Wednesday,0,2020-09,2020-Q3,20200923
2020-09-24,2020,3,9,September,39,4,Thursday,0,2020-09,2020-Q3,20200924
2020-09-25,2020,3,9,September,39,5,Friday,0,2020-09,2020-Q3,20200925
2020-09-26,2020,3,9,September,39,6,Saturday,1,2020-09,2020-Q3,20200926
2020-09-27,2020,3,9,September,39,7,Sunday,1,2020-09,2020-Q3,20200927
2020-09-28,2020,3,9,September,40,1,Monday,0,2020-09,2020-Q3,20200928
2020-09-29,2020,3,9,September,40,2,Tuesday,0,2020-09,2020-Q3,20200929
2020-09-30,2020,3,9,September,40,3,Wednesday,0,2020-09,2020-Q3,20200930
2020-10-01,2020,4,10,October,40,4,Thursday,0,2020-10,2020-Q4,20201001
2020-10-02,2020,4,10,October,40,5,Friday,0,2020-10,2020-Q4,20201002
2020-10-03,2020,4,10,October,40,6,Saturday,1,2020-10,2020-Q4,20201003
2020-10-04,2020,4,10,October,40,7,Sunday,1,2020-10,2020-Q4,20201004
2020-10-05,2020,4,10,October,41,1,Monday,0,2020-10,2020-Q4,20201005
2020-10-06,2020,4,10,October,41,2,Tuesday,0,2020-10,2020-Q4,20201006
2020-10-07,2020,4,10,October,41,3,Wednesday,0,2020-10,2020-Q4,20201007
2020-10-08,2020,4,10,October,41,4,Thursday,0,2020-10,2020-Q4,20201008
2020-10-09,2020,4,10,October,41,5,Friday,0,2020-10,2020-Q4,20201009
2020-10-10,2020,4,10,October,41,6,Saturday,1,2020-10,2020-Q4,20201010
2020-10-11,2020,4,10,October,41,7,Sunday,1,2020-10,2020-Q4,20201011
2020-10-12,2020,4,10,October,42,1,Monday,0,2020-10,2020-Q4,20201012
2020-10-13,2020,4,10,October,42,2,Tuesday,0,2020-10,2020-Q4,20201013
2020-10-14,2020,4,10,October,42,3,Wednesday,0,2020-10,2020-Q4,20201014
2020-10-15,2020,4,10,October,42,4,Thursday,0,2020-10,2020-Q4,20201015
2020-10-16,2020,4,10,October,42,5,Friday,0,2020-10,2020-Q4,20201016
2020-10-17,2020,4,10,October,42,6,Saturday,1,2020-10,2020-Q4,20201017
2020-10-18,2020,4,10,October,42,7,Sunday,1,2020-10,2020-Q4,20201018
2020-10-19,2020,4,10,October,43,1,Monday,0,2020-10,2020-Q4,20201019
2020-10-20,2020,4,10,October,43,2,Tuesday,0,2020-10,2020-Q4,20201020
2020-10-21,2020,4,10,October,43,3,Wednesday,0,2020-10,2020-Q4,20201021
2020-10-22,2020,4,10,October,43,4,Thursday,0,2020-10,2020-Q4,20201022
2020-10-23,2020,4,10,October,43,5,Friday,0,2020-10,2020-Q4,20201023
2020-10-24,2020,4,10,October,43,6,Saturday,1,2020-10,2020-Q4,20201024
2020-10-25,2020,4,10,October,43,7,Sunday,1,2020-10,2020-Q4,20201025
2020-10-26,2020,4,10,October,44,1,Monday,0,2020-10,2020-Q4,20201026
2020-10-27,2020,4,10,October,44,2,Tuesday,0,2020-10,2020-Q4,20201027
2020-10-28,2020,4,10,October,44,3,Wednesday,0,2020-10,2020-Q4,20201028
2020-10-29,2020,4,10,October,44,4,Thursday,0,2020-10,2020-Q4,20201029
2020-10-30,2020,4,10,October,44,5,Friday,0,2020-10,2020-Q4,20201030
2020-10-31,2020,4,10,October,44,6,Saturday,1,2020-10,2020-Q4,20201031
2020-11-01,2020,4,11,November,44,7,Sunday,1,2020-11,2020-Q4,20201101
2020-11-02,2020,4,11,November,45,1,Monday,0,2020-11,2020-Q4,20201102
