Date,Year,Quarter,Month,MonthName,Week,DayOfWeek,DayName,IsWeekend,YearMonth,YearQuarter,DateKey
2020-11-03,2020,4,11,November,45,2,Tuesday,0,2020-11,2020-Q4,20201103
2020-11-04,2020,4,11,November,45,3,Wednesday,0,2020-11,2020-Q4,20201104
2020-11-05,2020,4,11,November,45,4,Thursday,0,2020-11,2020-Q4,20201105
2020-11-06,2020,4,11,November,45,5,Friday,0,2020-11,2020-Q4,20201106
2020-11-07,2020,4,11,November,45,6,Saturday,1,2020-11,2020-Q4,20201107
2020-11-08,2020,4,11,November,45,7,Sunday,1,2020-11,2020-Q4,20201108
2020-11-09,2020,4,11,November,46,1,Monday,0,2020-11,2020-Q4,20201109
2020-11-10,2020,4,11,November,46,2,Tuesday,0,2020-11,2020-Q4,20201110
2020-11-11,2020,4,11,November,46,3,Wednesday,0,2020-11,2020-Q4,20201111
2020-11-12,2020,4,11,November,46,4,Thursday,0,2020-11,2020-Q4,20201112
2020-11-13,2020,4,11,November,46,5,Friday,0,2020-11,2020-Q4,20201113
2020-11-14,2020,4,11,November,46,6,Saturday,1,2020-11,2020-Q4,20201114
2020-11-15,2020,4,11,November,46,7,Sunday,1,2020-11,2020-Q4,20201115
2020-11-16,2020,4,11,November,47,1,Monday,0,2020-11,2020-Q4,20201116
2020-11-17,2020,4,11,November,47,2,Tuesday,0,2020-11,2020-Q4,20201117
2020-11-18,2020,4,11,November,47,3,Wednesday,0,2020-11,2020-Q4,20201118
2020-11-19,2020,4,11,November,47,4,Thursday,0,2020-11,2020-Q4,20201119
2020-11-20,2020,4,11,November,47,5,Friday,0,2020-11,2020-Q4,20201120
2020-11-21,2020,4,11,November,47,6,Saturday,1,2020-11,2020-Q4,20201121
2020-11-22,2020,4,11,November,47,7,Sunday,1,2020-11,2020-Q4,20201122
2020-11-23,2020,4,11,November,48,1,Monday,0,2020-11,2020-Q4,20201123
2020-11-24,2020,4,11,November,48,2,Tuesday,0,2020-11,2020-Q4,20201124
2020-11-25,2020,4,11,November,48,3,Wednesday,0,2020-11,2020-Q4,20201125
2020-11-26,2020,4,11,November,48,4,Thursday,0,2020-11,2020-Q4,20201126
2020-11-27,2020,4,11,November,48,5,Friday,0,2020-11,2020-Q4,20201127
2020-11-28,2020,4,11,November,48,6,Saturday,1,2020-11,2020-Q4,20201128
2020-11-29,2020,4,11,November,48,7,Sunday,1,2020-11,2020-Q4,20201129
2020-11-30,2020,4,11,November,49,1,Monday,0,2020-11,2020-Q4,20201130
2020-12-01,2020,4,12,December,49,2,Tuesday,0,2020-12,2020-Q4,20201201
2020-12-02,2020,4,12,December,49,3,Wednesday,0,2020-12,2020-Q4,20201202
2020-12-03,2020,4,12,December,49,4,Thursday,0,2020-12,2020-Q4,20201203
2020-12-04,2020,4,12,December,49,5,Friday,0,2020-12,2020-Q4,20201204
2020-12-05,2020,4,12,December,49,6,Saturday,1,2020-12,2020-Q4,20201205
2020-12-06,2020,4,12,December,49,7,Sunday,1,2020-12,2020-Q4,20201206
2020-12-07,2020,4,12,December,50,1,Monday,0,2020-12,2020-Q4,20201207
2020-12-08,2020,4,12,December,50,2,Tuesday,0,2020-12,2020-Q4,20201208
2020-12-09,2020,4,12,December,50,3,Wednesday,0,2020-12,2020-Q4,20201209
2020-12-10,2020,4,12,December,50,4,Thursday,0,2020-12,2020-Q4,20201210
2020-12-11,2020,4,12,December,50,5,Friday,0,2020-12,2020-Q4,20201211
2020-12-12,2020,4,12,December,50,6,Saturday,1,2020-12,2020-Q4,20201212
2020-12-13,2020,4,12,December,50,7,Sunday,1,2020-12,2020-Q4,20201213
2020-12-14,2020,4,12,December,51,1,Monday,0,2020-12,2020-Q4,20201214
2020-12-15,2020,4,12,December,51,2,Tuesday,0,2020-12,2020-Q4,20201215
2020-12-16,2020,4,12,December,51,3,Wednesday,0,2020-12,2020-Q4,20201216
2020-12-17,2020,4,12,December,51,4,Thursday,0,2020-12,2020-Q4,20201217
2020-12-18,2020,4,12,December,51,5,Friday,0,2020-12,2020-Q4,20201218
2020-12-19,2020,4,12,December,51,6,Saturday,1,2020-12,2020-Q4,20201219
2020-12-20,2020,4,12,December,51,7,Sunday,1,2020-12,2020-Q4,20201220
2020-12-21,2020,4,12,December,52,1,Monday,0,2020-12,2020-Q4,20201221
2020-12-22,2020,4,12,December,52,2,Tuesday,0,2020-12,2020-Q4,20201222
2020-12-23,2020,4,12,December,52,3,Wednesday,0,2020-12,2020-Q4,20201223
2020-12-24,2020,4,12,December,52,4,Thursday,0,2020-12,2020-Q4,20201224
2020-12-25,2020,4,12,December,52,5,Friday,0,2020-12,2020-Q4,20201225
2020-12-26,2020,4,12,December,52,6,Saturday,1,2020-12,2020-Q4,20201226
2020-12-27,2020,4,12,December,52,7,Sunday,1,2020-12,2020-Q4,20201227
2020-12-28,2020,4,12,December,53,1,Monday,0,2020-12,2020-Q4,20201228
2020-12-29,2020,4,12,December,53,2,Tuesday,0,2020-12,2020-Q4,20201229
2020-12-30,2020,4,12,December,53,3,Wednesday,0,2020-12,2020-Q4,20201230
2020-12-31,2020,4,12,December,53,4,Thursday,0,2020-12,2020-Q4,20201231
2021-01-01,2021,1,1,January,53,5,Friday,0,2021-01,2021-Q1,20210101
2021-01-02,2021,1,1,January,53,6,Saturday,1,2021-01,2021-Q1,20210102
2021-01-03,2021,1,1,January,53,7,Sunday,1,2021-01,2021-Q1,20210103
2021-01-04,2021,1,1,January,1,1,Monday,0,2021-01,2021-Q1,20210104
2021-01-05,2021,1,1,January,1,2,Tuesday,0,2021-01,2021-Q1,20210105
2021-01-06,2021,1,1,January,1,3,Wednesday,0,2021-01,2021-Q1,20210106
2021-01-07,2021,1,1,January,1,4,Thursday,0,2021-01,2021-Q1,20210107
2021-01-08,2021,1,1,January,1,5,Friday,0,2021-01,2021-Q1,20210108
2021-01-09,2021,1,1,January,1,6,Saturday,1,2021-01,2021-Q1,20210109
2021-01-10,2021,1,1,January,1,7,Sunday,1,2021-01,2021-Q1,20210110
2021-01-11,2021,1,1,January,2,1,Monday,0,2021-01,2021-Q1,20210111
2021-01-12,2021,1,1,January,2,2,Tuesday,0,2021-01,2021-Q1,20210112
2021-01-13,2021,1,1,January,2,3,Wednesday,0,2021-01,2021-Q1,20210113
2021-01-14,2021,1,1,January,2,4,Thursday,0,2021-01,2021-Q1,20210114
2021-01-15,2021,1,1,January,2,5,Friday,0,2021-01,2021-Q1,20210115
2021-01-16,2021,1,1,January,2,6,Saturday,1,2021-01,2021-Q1,20210116
2021-01-17,2021,1,1,January,2,7,Sunday,1,2021-01,2021-Q1,20210117
2021-01-18,2021,1,1,January,3,1,Monday,0,2021-01,2021-Q1,20210118
2021-01-19,2021,1,1,January,3,2,Tuesday,0,2021-01,2021-Q1,20210119
2021-01-20,2021,1,1,January,3,3,Wednesday,0,2021-01,2021-Q1,20210120
2021-01-21,2021,1,1,January,3,4,Thursday,0,2021-01,2021-Q1,20210121
2021-01-22,2021,1,1,January,3,5,Friday,0,2021-01,2021-Q1,20210122
2021-01-23,2021,1,1,January,3,6,Saturday,1,2021-01,2021-Q1,20210123
2021-01-24,2021,1,1,January,3,7,Sunday,1,2021-01,2021-Q1,20210124
2021-01-25,2021,1,1,January,4,1,Monday,0,2021-01,2021-Q1,20210125
2021-01-26,2021,1,1,January,4,2,Tuesday,0,2021-01,2021-Q1,20210126
2021-01-27,2021,1,1,January,4,3,Wednesday,0,2021-01,2021-Q1,20210127
2021-01-28,2021,1,1,January,4,4,Thursday,0,2021-01,2021-Q1,20210128
2021-01-29,2021,1,1,January,4,5,Friday,0,2021-01,2021-Q1,20210129
2021-01-30,2021,1,1,January,4,6,Saturday,1,2021-01,2021-Q1,20210130
2021-01-31,2021,1,1,January,4,7,Sunday,1,2021-01,2021-Q1,20210131
2021-02-01,2021,1,2,February,5,1,Monday,0,2021-02,2021-Q1,20210201
2021-02-02,2021,1,2,February,5,2,Tuesday,0,2021-02,2021-Q1,20210202
2021-02-03,2021,1,2,February,5,3,Wednesday,0,2021-02,2021-Q1,20210203
2021-02-04,2021,1,2,February,5,4,Thursday,0,2021-02,2021-Q1,20210204
2021-02-05,2021,1,2,February,5,5,Friday,0,2021-02,2021-Q1,20210205
2021-02-06,2021,1,2,February,5,6,Saturday,1,2021-02,2021-Q1,20210206
2021-02-07,2021,1,2,February,5,7,Sunday,1,2021-02,2021-Q1,20210207
2021-02-08,2021,1,2,February,6,1,Monday,0,2021-02,2021-Q1,20210208
2021-02-09,2021,1,2,February,6,2,Tuesday,0,2021-02,2021-Q1,20210209
2021-02-10,2021,1,2,February,6,3,Wednesday,0,2021-02,2021-Q1,20210210
2021-02-11,2021,1,2,February,6,4,Thursday,0,2021-02,2021-Q1,20210211
2021-02-12,2021,1,2,February,6,5,Friday,0,2021-02,2021-Q1,20210212
2021-02-13,2021,1,2,February,6,6,Saturday,1,2021-02,2021-Q1,20210213
2021-02-14,2021,1,2,February,6,7,Sunday,1,2021-02,2021-Q1,20210214
2021-02-15,2021,1,2,February,7,1,Monday,0,2021-02,2021-Q1,20210215
2021-02-16,2021,1,2,February,7,2,Tuesday,0,2021-02,2021-Q1,20210216
2021-02-17,2021,1,2,February,7,3,Wednesday,0,2021-02,2021-Q1,20210217
2021-02-18,2021,1,2,February,7,4,Thursday,0,2021-02,2021-Q1,20210218
2021-02-19,2021,1,2,February,7,5,Friday,0,2021-02,2021-Q1,20210219
2021-02-20,2021,1,2,February,7,6,Saturday,1,2021-02,2021-Q1,20210220
2021-02-21,2021,1,2,February,7,7,Sunday,1,2021-02,2021-Q1,20210221
2021-02-22,2021,1,2,February,8,1,Monday,0,2021-02,2021-Q1,20210222
2021-02-23,2021,1,2,February,8,2,Tuesday,0,2021-02,2021-Q1,20210223
2021-02-24,2021,1,2,February,8,3,Wednesday,0,2021-02,2021-Q1,20210224
2021-02-25,2021,1,2,February,8,4,Thursday,0,2021-02,2021-Q1,20210225
2021-02-26,2021,1,2,February,8,5,Friday,0,2021-02,2021-Q1,20210226
2021-02-27,2021,1,2,February,8,6,Saturday,1,2021-02,2021-Q1,20210227
2021-02-28,2021,1,2,February,8,7,Sunday,1,2021-02,2021-Q1,20210228
2021-03-01,2021,1,3,March,9,1,Monday,0,2021-03,2021-Q1,20210301
2021-03-02,2021,1,3,March,9,2,Tuesday,0,2021-03,2021-Q1,20210302
2021-03-03,2021,1,3,March,9,3,Wednesday,0,2021-03,2021-Q1,20210303
2021-03-04,2021,1,3,March,9,4,Thursday,0,2021-03,2021-Q1,20210304
2021-03-05,2021,1,3,March,9,5,Friday,0,2021-03,2021-Q1,20210305
2021-03-06,2021,1,3,March,9,6,Saturday,1,2021-03,2021-Q1,20210306
2021-03-07,2021,1,3,March,9,7,Sunday,1,2021-03,2021-Q1,20210307
2021-03-08,2021,1,3,March,10,1,Monday,0,2021-03,2021-Q1,20210308
2021-03-09,2021,1,3,March,10,2,Tuesday,0,2021-03,2021-Q1,20210309
2021-03-10,2021,1,3,March,10,3,Wednesday,0,2021-03,2021-Q1,20210310
2021-03-11,2021,1,3,March,10,4,Thursday,0,2021-03,2021-Q1,20210311
2021-03-12,2021,1,3,March,10,5,Friday,0,2021-03,2021-Q1,20210312
2021-03-13,2021,1,3,March,10,6,Saturday,1,2021-03,2021-Q1,20210313
2021-03-14,2021,1,3,March,10,7,Sunday,1,2021-03,2021-Q1,20210314
2021-03-15,2021,1,3,March,11,1,Monday,0,2021-03,2021-Q1,20210315
2021-03-16,2021,1,3,March,11,2,Tuesday,0,2021-03,2021-Q1,20210316
2021-03-17,2021,1,3,March,11,3,Wednesday,0,2021-03,2021-Q1,20210317
2021-03-18,2021,1,3,March,11,4,Thursday,0,2021-03,2021-Q1,20210318
2021-03-19,2021,1,3,March,11,5,Friday,0,2021-03,2021-Q1,20210319
2021-03-20,2021,1,3,March,11,6,Saturday,1,2021-03,2021-Q1,20210320
2021-03-21,2021,1,3,March,11,7,Sunday,1,2021-03,2021-Q1,20210321
2021-03-22,2021,1,3,March,12,1,Monday,0,2021-03,2021-Q1,20210322
2021-03-23,2021,1,3,March,12,2,Tuesday,0,2021-03,2021-Q1,20210323
2021-03-24,2021,1,3,March,12,3,Wednesday,0,2021-03,2021-Q1,20210324
2021-03-25,2021,1,3,March,12,4,Thursday,0,2021-03,2021-Q1,20210325
2021-03-26,2021,1,3,March,12,5,Friday,0,2021-03,2021-Q1,20210326
2021-03-27,2021,1,3,March,12,6,Saturday,1,2021-03,2021-Q1,20210327
2021-03-28,2021,1,3,March,12,7,Sunday,1,2021-03,2021-Q1,20210328
2021-03-29,2021,1,3,March,13,1,Monday,0,2021-03,2021-Q1,20210329
2021-03-30,2021,1,3,March,13,2,Tuesday,0,2021-03,2021-Q1,20210330
2021-03-31,2021,1,3,March,13,3,Wednesday,0,2021-03,2021-Q1,20210331
2021-04-01,2021,2,4,April,13,4,Thursday,0,2021-04,2021-Q2,20210401
2021-04-02,2021,2,4,April,13,5,Friday,0,2021-04,2021-Q2,20210402
2021-04-03,2021,2,4,April,13,6,Saturday,1,2021-04,2021-Q2,20210403
2021-04-04,2021,2,4,April,13,7,Sunday,1,2021-04,2021-Q2,20210404
2021-04-05,2021,2,4,April,14,1,Monday,0,2021-04,2021-Q2,20210405
2021-04-06,2021,2,4,April,14,2,Tuesday,0,2021-04,2021-Q2,20210406
2021-04-07,2021,2,4,April,14,3,Wednesday,0,2021-04,2021-Q2,20210407
2021-04-08,2021,2,4,April,14,4,Thursday,0,2021-04,2021-Q2,20210408
2021-04-09,2021,2,4,April,14,5,Friday,0,2021-04,2021-Q2,20210409
2021-04-10,2021,2,4,April,14,6,Saturday,1,2021-04,2021-Q2,20210410
2021-04-11,2021,2,4,April,14,7,Sunday,1,2021-04,2021-Q2,20210411
2021-04-12,2021,2,4,April,15,1,Monday,0,2021-04,2021-Q2,20210412
2021-04-13,2021,2,4,April,15,2,Tuesday,0,2021-04,2021-Q2,20210413
2021-04-14,2021,2,4,April,15,3,Wednesday,0,2021-04,2021-Q2,20210414
2021-04-15,2021,2,4,April,15,4,Thursday,0,2021-04,2021-Q2,20210415
2021-04-16,2021,2,4,April,15,5,Friday,0,2021-04,2021-Q2,20210416
2021-04-17,2021,2,4,April,15,6,Saturday,1,2021-04,2021-Q2,20210417
2021-04-18,2021,2,4,April,15,7,Sunday,1,2021-04,2021-Q2,20210418
2021-04-19,2021,2,4,April,16,1,Monday,0,2021-04,2021-Q2,20210419
2021-04-20,2021,2,4,April,16,2,Tuesday,0,2021-04,2021-Q2,20210420
2021-04-21,2021,2,4,April,16,3,Wednesday,0,2021-04,2021-Q2,20210421
2021-04-22,2021,2,4,April,16,4,Thursday,0,2021-04,2021-Q2,20210422
2021-04-23,2021,2,4,April,16,5,Friday,0,2021-04,2021-Q2,20210423
2021-04-24,2021,2,4,April,16,6,Saturday,1,2021-04,2021-Q2,20210424
2021-04-25,2021,2,4,April,16,7,Sunday,1,2021-04,2021-Q2,20210425
2021-04-26,2021,2,4,April,17,1,Monday,0,2021-04,2021-Q2,20210426
2021-04-27,2021,2,4,April,17,2,Tuesday,0,2021-04,2021-Q2,20210427
2021-04-28,2021,2,4,April,17,3,Wednesday,0,2021-04,2021-Q2,20210428
2021-04-29,2021,2,4,April,17,4,Thursday,0,2021-04,2021-Q2,20210429
2021-04-30,2021,2,4,April,17,5,Friday,0,2021-04,2021-Q2,20210430
2021-05-01,2021,2,5,May,17,6,Saturday,1,2021-05,2021-Q2,20210501
2021-05-02,2021,2,5,May,17,7,Sunday,1,2021-05,2021-Q2,20210502
2021-05-03,2021,2,5,May,18,1,Monday,0,2021-05,2021-Q2,20210503
2021-05-04,2021,2,5,May,18,2,Tuesday,0,2021-05,2021-Q2,20210504
2021-05-05,2021,2,5,May,18,3,Wednesday,0,2021-05,2021-Q2,20210505
2021-05-06,2021,2,5,May,18,4,Thursday,0,2021-05,2021-Q2,20210506
2021-05-07,2021,2,5,May,18,5,Friday,0,2021-05,2021-Q2,20210507
2021-05-08,2021,2,5,May,18,6,Saturday,1,2021-05,2021-Q2,20210508
2021-05-09,2021,2,5,May,18,7,Sunday,1,2021-05,2021-Q2,20210509
2021-05-10,2021,2,5,May,19,1,Monday,0,2021-05,2021-Q2,20210510
2021-05-11,2021,2,5,May,19,2,Tuesday,0,2021-05,2021-Q2,20210511
2021-05-12,2021,2,5,May,19,3,Wednesday,0,2021-05,2021-Q2,20210512
2021-05-13,2021,2,5,May,19,4,Thursday,0,2021-05,2021-Q2,20210513
2021-05-14,2021,2,5,May,19,5,Friday,0,2021-05,2021-Q2,20210514
2021-05-15,2021,2,5,May,19,6,Saturday,1,2021-05,2021-Q2,20210515
2021-05-16,2021,2,5,May,19,7,Sunday,1,2021-05,2021-Q2,20210516
2021-05-17,2021,2,5,May,20,1,Monday,0,2021-05,2021-Q2,20210517
2021-05-18,2021,2,5,May,20,2,Tuesday,0,2021-05,2021-Q2,20210518
2021-05-19,2021,2,5,May,20,3,Wednesday,0,2021-05,2021-Q2,20210519
2021-05-20,2021,2,5,May,20,4,Thursday,0,2021-05,2021-Q2,20210520
2021-05-21,2021,2,5,May,20,5,Friday,0,2021-05,2021-Q2,20210521
2021-05-22,2021,2,5,May,20,6,Saturday,1,2021-05,2021-Q2,20210522
2021-05-23,2021,2,5,May,20,7,Sunday,1,2021-05,2021-Q2,20210523
2021-05-24,2021,2,5,May,21,1,Monday,0,2021-05,2021-Q2,20210524
2021-05-25,2021,2,5,May,21,2,Tuesday,0,2021-05,2021-Q2,20210525
2021-05-26,2021,2,5,May,21,3,Wednesday,0,2021-05,2021-Q2,20210526
2021-05-27,2021,2,5,May,21,4,Thursday,0,2021-05,2021-Q2,20210527
2021-05-28,2021,2,5,May,21,5,Friday,0,2021-05,2021-Q2,20210528
2021-05-29,2021,2,5,May,21,6,Saturday,1,2021-05,2021-Q2,20210529
2021-05-30,2021,2,5,May,21,7,Sunday,1,2021-05,2021-Q2,20210530
2021-05-31,2021,2,5,May,22,1,Monday,0,2021-05,2021-Q2,20210531
2021-06-01,2021,2,6,June,22,2,Tuesday,0,2021-06,2021-Q2,20210601
2021-06-02,2021,2,6,June,22,3,Wednesday,0,2021-06,2021-Q2,20210602
2021-06-03,2021,2,6,June,22,4,Thursday,0,2021-06,2021-Q2,20210603
2021-06-04,2021,2,6,June,22,5,Friday,0,2021-06,2021-Q2,20210604
2021-06-05,2021,2,6,June,22,6,Saturday,1,2021-06,2021-Q2,20210605
2021-06-06,2021,2,6,June,22,7,Sunday,1,2021-06,2021-Q2,20210606
2021-06-07,2021,2,6,June,23,1,Monday,0,2021-06,2021-Q2,20210607
2021-06-08,2021,2,6,June,23,2,Tuesday,0,2021-06,2021-Q2,20210608
2021-06-09,2021,2,6,June,23,3,Wednesday,0,2021-06,2021-Q2,20210609
2021-06-10,2021,2,6,June,23,4,Thursday,0,2021-06,2021-Q2,20210610
2021-06-11,2021,2,6,June,23,5,Friday,0,2021-06,2021-Q2,20210611
2021-06-12,2021,2,6,June,23,6,Saturday,1,2021-06,2021-Q2,20210612
2021-06-13,2021,2,6,June,23,7,Sunday,1,2021-06,2021-Q2,20210613
2021-06-14,2021,2,6,June,24,1,Monday,0,2021-06,2021-Q2,20210614
2021-06-15,2021,2,6,June,24,2,Tuesday,0,2021-06,2021-Q2,20210615
2021-06-16,2021,2,6,June,24,3,Wednesday,0,2021-06,2021-Q2,20210616
2021-06-17,2021,2,6,June,24,4,Thursday,0,2021-06,2021-Q2,20210617
2021-06-18,2021,2,6,June,24,5,Friday,0,2021-06,2021-Q2,20210618
2021-06-19,2021,2,6,June,24,6,Saturday,1,2021-06,2021-Q2,20210619
2021-06-20,2021,2,6,June,24,7,Sunday,1,2021-06,2021-Q2,20210620
2021-06-21,2021,2,6,June,25,1,Monday,0,2021-06,2021-Q2,20210621
2021-06-22,2021,2,6,June,25,2,Tuesday,0,2021-06,2021-Q2,20210622
2021-06-23,2021,2,6,June,25,3,Wednesday,0,2021-06,2021-Q2,20210623
2021-06-24,2021,2,6,June,25,4,Thursday,0,2021-06,2021-Q2,20210624
2021-06-25,2021,2,6,June,25,5,Friday,0,2021-06,2021-Q2,20210625
2021-06-26,2021,2,6,June,25,6,Saturday,1,2021-06,2021-Q2,20210626
2021-06-27,2021,2,6,June,25,7,Sunday,1,2021-06,2021-Q2,20210627
2021-06-28,2021,2,6,June,26,1,Monday,0,2021-06,2021-Q2,20210628
2021-06-29,2021,2,6,June,26,2,Tuesday,0,2021-06,2021-Q2,20210629
2021-06-30,2021,2,6,June,26,3,Wednesday,0,2021-06,2021-Q2,20210630
2021-07-01,2021,3,7,July,26,4,Thursday,0,2021-07,2021-Q3,20210701
2021-07-02,2021,3,7,July,26,5,Friday,0,2021-07,2021-Q3,20210702
2021-07-03,2021,3,7,July,26,6,Saturday,1,2021-07,2021-Q3,20210703
2021-07-04,2021,3,7,July,26,7,Sunday,1,2021-07,2021-Q3,20210704
2021-07-05,2021,3,7,July,27,1,Monday,0,2021-07,2021-Q3,20210705
2021-07-06,2021,3,7,July,27,2,Tuesday,0,2021-07,2021-Q3,20210706
2021-07-07,2021,3,7,July,27,3,Wednesday,0,2021-07,2021-Q3,20210707
2021-07-08,2021,3,7,July,27,4,Thursday,0,2021-07,2021-Q3,20210708
2021-07-09,2021,3,7,July,27,5,Friday,0,2021-07,2021-Q3,20210709
2021-07-10,2021,3,7,July,27,6,Saturday,1,2021-07,2021-Q3,20210710
2021-07-11,2021,3,7,July,27,7,Sunday,1,2021-07,2021-Q3,20210711
2021-07-12,2021,3,7,July,28,1,Monday,0,2021-07,2021-Q3,20210712
2021-07-13,2021,3,7,July,28,2,Tuesday,0,2021-07,2021-Q3,20210713
2021-07-14,2021,3,7,July,28,3,Wednesday,0,2021-07,2021-Q3,20210714
2021-07-15,2021,3,7,July,28,4,Thursday,0,2021-07,2021-Q3,20210715
2021-07-16,2021,3,7,July,28,5,Friday,0,2021-07,2021-Q3,20210716
2021-07-17,2021,3,7,July,28,6,Saturday,1,2021-07,2021-Q3,20210717
2021-07-18,2021,3,7,July,28,7,Sunday,1,2021-07,2021-Q3,20210718
2021-07-19,2021,3,7,July,29,1,Monday,0,2021-07,2021-Q3,20210719
2021-07-20,2021,3,7,July,29,2,Tuesday,0,2021-07,2021-Q3,20210720
2021-07-21,2021,3,7,July,29,3,Wednesday,0,2021-07,2021-Q3,20210721
2021-07-22,2021,3,7,July,29,4,Thursday,0,2021-07,2021-Q3,20210722
2021-07-23,2021,3,7,July,29,5,Friday,0,2021-07,2021-Q3,20210723
2021-07-24,2021,3,7,July,29,6,Saturday,1,2021-07,2021-Q3,20210724
2021-07-25,2021,3,7,July,29,7,Sunday,1,2021-07,2021-Q3,20210725
2021-07-26,2021,3,7,July,30,1,Monday,0,2021-07,2021-Q3,20210726
2021-07-27,2021,3,7,July,30,2,Tuesday,0,2021-07,2021-Q3,20210727
2021-07-28,2021,3,7,July,30,3,Wednesday,0,2021-07,2021-Q3,20210728
2021-07-29,2021,3,7,July,30,4,Thursday,0,2021-07,2021-Q3,20210729
2021-07-30,2021,3,7,July,30,5,Friday,0,2021-07,2021-Q3,20210730
2021-07-31,2021,3,7,July,30,6,Saturday,1,2021-07,2021-Q3,20210731
2021-08-01,2021,3,8,August,30,7,Sunday,1,2021-08,2021-Q3,20210801
2021-08-02,2021,3,8,August,31,1,Monday,0,2021-08,2021-Q3,20210802
2021-08-03,2021,3,8,August,31,2,Tuesday,0,2021-08,2021-Q3,20210803
2021-08-04,2021,3,8,August,31,3,Wednesday,0,2021-08,2021-Q3,20210804
2021-08-05,2021,3,8,August,31,4,Thursday,0,2021-08,2021-Q3,20210805
2021-08-06,2021,3,8,August,31,5,Friday,0,2021-08,2021-Q3,20210806
2021-08-07,2021,3,8,August,31,6,Saturday,1,2021-08,2021-Q3,20210807
2021-08-08,2021,3,8,August,31,7,Sunday,1,2021-08,2021-Q3,20210808
2021-08-09,2021,3,8,August,32,1,Monday,0,2021-08,2021-Q3,20210809
2021-08-10,2021,3,8,August,32,2,Tuesday,0,2021-08,2021-Q3,20210810
2021-08-11,2021,3,8,August,32,3,Wednesday,0,2021-08,2021-Q3,20210811
2021-08-12,2021,3,8,August,32,4,Thursday,0,2021-08,2021-Q3,20210812
2021-08-13,2021,3,8,August,32,5,Friday,0,2021-08,2021-Q3,20210813
2021-08-14,2021,3,8,August,32,6,Saturday,1,2021-08,2021-Q3,20210814
2021-08-15,2021,3,8,August,32,7,Sunday,1,2021-08,2021-Q3,20210815
2021-08-16,2021,3,8,August,33,1,Monday,0,2021-08,2021-Q3,20210816
2021-08-17,2021,3,8,August,33,2,Tuesday,0,2021-08,2021-Q3,20210817
